rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
486,Dai,https://coinmarketcap.com/currencies/dai/,DAI,https://www.feixiaohao.com/currencies/dai/,870819.0,http://www.makerdao.com/,https://chat.makerdao.com/,2017-12-24,2
487,Hubii Network,https://coinmarketcap.com/currencies/hubii-network/,HBT,https://www.feixiaohao.com/currencies/hubii-network/,28161.7,https://www.hubii.network/,"https://t.me/hubiinetwork , https://discord.gg/Nt35Qzt",2017-10-10,1
488,1337,https://coinmarketcap.com/currencies/1337coin/,1337,https://www.feixiaohao.com/currencies/1337coin/,70360.1,"https://www.1337coin.net/ , https://bitcoin.com/",https://discord.gg/pjdWntg,,3
489,PRIZM,https://coinmarketcap.com/currencies/prizm/,PZM,https://www.feixiaohao.com/currencies/prizm/,9922.79,http://en.prizm.club/,https://t.me/PRIZMclub,,1
490,Internxt,https://coinmarketcap.com/currencies/internxt/,INXT,https://www.feixiaohao.com/currencies/internxt/,51150.0,https://internxt.io/,,2017-10-08,3
491,ToaCoin,https://coinmarketcap.com/currencies/toacoin/,TOA,https://www.feixiaohao.com/currencies/toacoin/,37357.6,http://www.toacoin.com/,,2017-07-25,2
492,Royal Kingdom Coin,https://coinmarketcap.com/currencies/royal-kingdom-coin/,RKC,https://www.feixiaohao.com/currencies/royal-kingdom-coin/,373960.0,https://www.royalkingdomcoin.com/,,2017-10-17,3
493,HollyWoodCoin,https://coinmarketcap.com/currencies/hollywoodcoin/,HWC,https://www.feixiaohao.com/currencies/hollywoodcoin/,248291.0,http://hollywoodcoin.us/,https://t.me/hollywoodcoin,2017-12-14,2
494,Privatix,https://coinmarketcap.com/currencies/privatix/,PRIX,https://www.feixiaohao.com/currencies/privatix/,20071.9,https://privatix.io/,https://t.me/Privatix,2017-11-17,4
495,Social,https://coinmarketcap.com/currencies/social/,SCL,https://www.feixiaohao.com/currencies/social/,35050.4,"https://ico.nexus.social/ , https://nexus.social/",https://t.me/nexus_social,2017-09-20,6
496,Rupee,https://coinmarketcap.com/currencies/rupee/,RUP,https://www.feixiaohao.com/currencies/rupee/,123316.0,https://rupeeblockchain.org/,https://t.me/rupeeblockchain,2017-07-12,4
497,vTorrent,https://coinmarketcap.com/currencies/vtorrent/,VTR,https://www.feixiaohao.com/currencies/vtorrent/,101983.0,"http://vtorrent.info/ , http://www.vtorrent.org/",,,1
498,DNotes,https://coinmarketcap.com/currencies/dnotes/,NOTE,https://www.feixiaohao.com/currencies/dnotes/,25484.1,http://dnotescoin.com/,,2014-02-16,3
499,Sharechain,https://coinmarketcap.com/currencies/sharechain/,SSS,https://www.feixiaohao.com/currencies/sharechain/,14767.8,http://www.sharechain.org/,,2017-11-15,3
500,Breakout Stake,https://coinmarketcap.com/currencies/breakout-stake/,BRX,https://www.feixiaohao.com/currencies/breakout-stake/,60476.4,"http://www.breakoutcoin.com/ , http://breakoutenterprise.com/",,,2
501,2GIVE,https://coinmarketcap.com/currencies/2give/,2GIVE,https://www.feixiaohao.com/currencies/2give/,374230.0,https://2give.info/,,,2
502,Project Decorum,https://coinmarketcap.com/currencies/project-decorum/,PDC,https://www.feixiaohao.com/currencies/project-decorum/,164724.0,http://www.project-decorum.com/,,,1
503,Creativecoin,https://coinmarketcap.com/currencies/creativecoin/,CREA,https://www.feixiaohao.com/currencies/creativecoin/,54174.7,"https://www.creativechain.org/ , https://creativechain.net/",https://telegram.me/creativechain,,2
504,DCORP,https://coinmarketcap.com/currencies/dcorp/,DRP,https://www.feixiaohao.com/currencies/dcorp/,39429.9,https://www.dcorp.it/,https://t.me/joinchat/ErLl70MDUkz_ip7HsxXjGA,2017-11-10,3
505,Sexcoin,https://coinmarketcap.com/currencies/sexcoin/,SXC,https://www.feixiaohao.com/currencies/sexcoin/,49577.4,http://www.sexcoin.info/,,,3
506,eBitcoin,https://coinmarketcap.com/currencies/ebtcnew/,EBTC,https://www.feixiaohao.com/currencies/ebtcnew/,651110.0,https://ebitcoin.org/,https://t.me/ComTrust/,2017-11-01,1
507,KiloCoin,https://coinmarketcap.com/currencies/kilocoin/,KLC,https://www.feixiaohao.com/currencies/kilocoin/,44781.8,http://kilocoin.com/,,,2
508,ProCurrency,https://coinmarketcap.com/currencies/procurrency/,PROC,https://www.feixiaohao.com/currencies/procurrency/,233017.0,https://www.procommerce.io/,,,2
509,XGOX,https://coinmarketcap.com/currencies/xgox/,XGOX,https://www.feixiaohao.com/currencies/xgox/,77640.2,http://xgox.rocks/,"https://t.me/xgoxcoin , https://discord.gg/rpxbpqS",,0
510,Ixcoin,https://coinmarketcap.com/currencies/ixcoin/,IXC,https://www.feixiaohao.com/currencies/ixcoin/,3944.6,https://www.ixcoin.net/,,,3
511,REAL,https://coinmarketcap.com/currencies/real/,REAL,https://www.feixiaohao.com/currencies/real/,13656.8,https://www.real.markets/,,2017-10-09,1
512,BitcoinZ,https://coinmarketcap.com/currencies/bitcoinz/,BTCZ,https://www.feixiaohao.com/currencies/bitcoinz/,99229.7,"https://bitcoinz.global/ , https://github.com/bitcoinz-pod/bitcoinz","https://t.me/joinchat/CDzlaRGMvBm4P2Z76sNclQ , https://discordapp.com/invite/u3dkbFs",2017-10-13,3
513,ExclusiveCoin,https://coinmarketcap.com/currencies/exclusivecoin/,EXCL,https://www.feixiaohao.com/currencies/exclusivecoin/,441279.0,http://exclusivecoin.pw,https://excl-invite.herokuapp.com/,,4
514,FORCE,https://coinmarketcap.com/currencies/force/,FOR,https://www.feixiaohao.com/currencies/force/,11638.8,https://forcecoin.io/,http://chat.forcecoin.io/,2017-11-03,2
515,TrustPlus,https://coinmarketcap.com/currencies/trustplus/,TRUST,https://www.feixiaohao.com/currencies/trustplus/,140649.0,http://trustplus.co,,,1
516,Tokes,https://coinmarketcap.com/currencies/tokes/,TKS,https://www.feixiaohao.com/currencies/tokes/,233036.0,https://tokesplatform.org/,https://tokes-slack.herokuapp.com/,,2
517,Eroscoin,https://coinmarketcap.com/currencies/eroscoin/,ERO,https://www.feixiaohao.com/currencies/eroscoin/,204376.0,https://eroscoin.org/,https://t.me/eroscoinplatform,2017-12-07,4
518,EncryptoTel [WAVES],https://coinmarketcap.com/currencies/encryptotel/,ETT,https://www.feixiaohao.com/currencies/encryptotel/,1126.53,https://encryptotel.com/,,,3
519,EquiTrader,https://coinmarketcap.com/currencies/equitrader/,EQT,https://www.feixiaohao.com/currencies/equitrader/,34660.1,http://www.equitrader.co/,https://t.me/Equi_Trader,,3
520,Carboncoin,https://coinmarketcap.com/currencies/carboncoin/,CARBON,https://www.feixiaohao.com/currencies/carboncoin/,15731.7,http://carboncoin.cc,,,1
521,WandX,https://coinmarketcap.com/currencies/wandx/,WAND,https://www.feixiaohao.com/currencies/wandx/,3377.76,https://www.wandx.co/,"https://t.me/wandxbeta , https://wandx.slack.com/",2017-12-29,1
522,BitBoost,https://coinmarketcap.com/currencies/bitboost/,BBT,https://www.feixiaohao.com/currencies/bitboost/,16428.4,http://www.bitboost.net/,"https://t.me/BitBoostint , https://bitboost.slack.com/",2017-11-20,2
523,Adelphoi,https://coinmarketcap.com/currencies/adelphoi/,ADL,https://www.feixiaohao.com/currencies/adelphoi/,1656.14,https://www.adelphoi.io/,"https://t.me/Adelphoi , https://adel-signup.herokuapp.com/",2017-06-17,2
524,Terracoin,https://coinmarketcap.com/currencies/terracoin/,TRC,https://www.feixiaohao.com/currencies/terracoin/,33113.2,http://www.terracoin.info/,https://t.me/terracoin,,4
525,EuropeCoin,https://coinmarketcap.com/currencies/europecoin/,ERC,https://www.feixiaohao.com/currencies/europecoin/,139707.0,https://www.europecoin.eu.org,,,1
526,Commodity Ad Network,https://coinmarketcap.com/currencies/commodity-ad-network/,CDX,https://www.feixiaohao.com/currencies/commodity-ad-network/,7432.92,https://commodityadnetwork.com/,,2018-01-11,4
527,Startcoin,https://coinmarketcap.com/currencies/startcoin/,START,https://www.feixiaohao.com/currencies/startcoin/,1004170.0,https://startcoin.org/,,,5
528,Ellaism,https://coinmarketcap.com/currencies/ellaism/,ELLA,https://www.feixiaohao.com/currencies/ellaism/,122543.0,"https://ellaism.org/ , https://ellaism.io/","https://discord.gg/MzQByB7 , https://t.me/ellaismcoin",2017-10-31,2
529,Bowhead,https://coinmarketcap.com/currencies/bowhead/,AHT,https://www.feixiaohao.com/currencies/bowhead/,1710.34,https://bowheadhealth.com,,2017-09-17,2
530,Ethbits,https://coinmarketcap.com/currencies/ethbits/,ETBS,https://www.feixiaohao.com/currencies/ethbits/,29851.5,https://www.ethbits.com/,https://t.me/ETBS_Official,,1
531,PutinCoin,https://coinmarketcap.com/currencies/putincoin/,PUT,https://www.feixiaohao.com/currencies/putincoin/,16452.1,"https://putincoin.org , https://putincoin.info/",https://putincoin.org/chat.html,,5
532,CryptoPing,https://coinmarketcap.com/currencies/cryptoping/,PING,https://www.feixiaohao.com/currencies/cryptoping/,110815.0,https://cryptoping.tech/,https://discordapp.com/invite/s4f7JHA,2017-07-04,4
533,NobleCoin,https://coinmarketcap.com/currencies/noblecoin/,NOBL,https://www.feixiaohao.com/currencies/noblecoin/,65252.2,"https://www.noblemovement.com , https://www.noblecoin.io/",,,1
534,vSlice,https://coinmarketcap.com/currencies/vslice/,VSL,https://www.feixiaohao.com/currencies/vslice/,24155.4,http://www.vslice.io/,,2016-12-20,1
535,Zeitcoin,https://coinmarketcap.com/currencies/zeitcoin/,ZEIT,https://www.feixiaohao.com/currencies/zeitcoin/,7553.2,http://www.zeit-coin.net,,,2
536,Footy Cash,https://coinmarketcap.com/currencies/footy-cash/,XFT,https://www.feixiaohao.com/currencies/footy-cash/,40961.3,"http://footycash.com/ , http://beta.footycash.com/",,2017-09-26,0
537,ZrCoin,https://coinmarketcap.com/currencies/zrcoin/,ZRC,https://www.feixiaohao.com/currencies/zrcoin/,152101.0,https://zrcoin.io/,https://t.me/joinchat/AAAAAEDj28WzzuNh5j6tVg,2017-06-17,3
538,Karbo,https://coinmarketcap.com/currencies/karbowanec/,KRB,https://www.feixiaohao.com/currencies/karbowanec/,109309.0,"http://karbowanec.com/ , https://karbo.io/",,,3
539,Embers,https://coinmarketcap.com/currencies/embers/,MBRS,https://www.feixiaohao.com/currencies/embers/,29706.4,https://embermine.com/,https://t.me/embermine,2017-07-16,2
540,CHIPS,https://coinmarketcap.com/currencies/chips/,CHIPS,https://www.feixiaohao.com/currencies/chips/,3587.09,,,2017-09-26,1
541,EverGreenCoin,https://coinmarketcap.com/currencies/evergreencoin/,EGC,https://www.feixiaohao.com/currencies/evergreencoin/,162839.0,http://evergreencoin.org/,,,3
542,APX,https://coinmarketcap.com/currencies/apx/,APX,https://www.feixiaohao.com/currencies/apx/,266383.0,https://apxv.org/,https://t.me/apxventures,,2
543,Magi,https://coinmarketcap.com/currencies/magi/,XMG,https://www.feixiaohao.com/currencies/magi/,195147.0,http://coinmagi.org/,https://m-pays.slack.com/,,3
544,Crypto Bullion,https://coinmarketcap.com/currencies/cryptogenic-bullion/,CBX,https://www.feixiaohao.com/currencies/cryptogenic-bullion/,7263.32,http://cryptobullion.io/,https://t.me/joinchat/FkBLVEimXQscVn1cetdd4g,,2
545,ELTCOIN,https://coinmarketcap.com/currencies/eltcoin/,ELTCOIN,https://www.feixiaohao.com/currencies/eltcoin/,15976.8,https://www.eltcoin.tech/,"https://t.me/ELTCOIN , https://discord.gg/PHZUccd",2017-11-05,2
546,Ethereum Movie Venture,https://coinmarketcap.com/currencies/ethereum-movie-venture/,EMV,https://www.feixiaohao.com/currencies/ethereum-movie-venture/,1036.75,http://emovieventure.com/,,,2
547,SmartBillions,https://coinmarketcap.com/currencies/smartbillions/,SMART,https://www.feixiaohao.com/currencies/smartbillions/,7999.81,https://smartbillions.com/,"https://t.me/SmartBillionsGroup , https://smartbillions.slack.com/",2017-11-24,1
548,Qvolta,https://coinmarketcap.com/currencies/qvolta/,QVT,https://www.feixiaohao.com/currencies/qvolta/,37127.6,https://qvolta.com/,https://t.me/qvolta,2017-11-01,3
549,Condensate,https://coinmarketcap.com/currencies/condensate/,RAIN,https://www.feixiaohao.com/currencies/condensate/,63988.2,http://condensate.co,,,2
550,bitJob,https://coinmarketcap.com/currencies/student-coin/,STU,https://www.feixiaohao.com/currencies/student-coin/,44053.9,https://bitjob.io/,"https://t.me/bitjob , https://weixin.qq.com/g/AjPEZ_jxP0UO3wWg",2017-11-16,3
551,Ergo,https://coinmarketcap.com/currencies/ergo/,EFYT,https://www.feixiaohao.com/currencies/ergo/,11371.9,http://ergoplatform.org/,,2017-06-30,1
552,Zephyr,https://coinmarketcap.com/currencies/zephyr/,ZEPH,https://www.feixiaohao.com/currencies/zephyr/,53631.8,https://zephyr.bitspark.io/,"https://t.me/joinchat/BQS59kQMk8bL74vR8NkhMg , https://discordapp.com/invite/frprsnJ",2017-11-09,1
553,Quark,https://coinmarketcap.com/currencies/quark/,QRK,https://www.feixiaohao.com/currencies/quark/,24979.7,http://www.qrknet.info/,,,3
554,Dynamic,https://coinmarketcap.com/currencies/dynamic/,DYN,https://www.feixiaohao.com/currencies/dynamic/,857624.0,https://duality.solutions/,,,2
555,LuckChain,https://coinmarketcap.com/currencies/luckchain/,BASH,https://www.feixiaohao.com/currencies/luckchain/,4216.51,http://luckchain.org/,,2017-07-28,6
556,MarteXcoin,https://coinmarketcap.com/currencies/martexcoin/,MXT,https://www.feixiaohao.com/currencies/martexcoin/,6592.55,http://martexcoin.org/,https://t.me/martexcoin,,2
557,Anoncoin,https://coinmarketcap.com/currencies/anoncoin/,ANC,https://www.feixiaohao.com/currencies/anoncoin/,4867.4,https://anoncoin.net/,,,1
558,TheGCCcoin,https://coinmarketcap.com/currencies/thegcccoin/,GCC,https://www.feixiaohao.com/currencies/thegcccoin/,21327.7,https://www.thegcccoin.com/,,,1
559,eBoost,https://coinmarketcap.com/currencies/eboostcoin/,EBST,https://www.feixiaohao.com/currencies/eboostcoin/,3200410.0,http://www.eboost.fun,,,1
560,e-Gulden,https://coinmarketcap.com/currencies/e-gulden/,EFL,https://www.feixiaohao.com/currencies/e-gulden/,289163.0,http://www.e-gulden.org,,,3
561,HunterCoin,https://coinmarketcap.com/currencies/huntercoin/,HUC,https://www.feixiaohao.com/currencies/huntercoin/,134095.0,http://huntercoin.org/,,2014-02-01,1
562,Halcyon,https://coinmarketcap.com/currencies/halcyon/,HAL,https://www.feixiaohao.com/currencies/halcyon/,6650.7,http://halcyon.top/,,,1
563,ParkByte,https://coinmarketcap.com/currencies/parkbyte/,PKB,https://www.feixiaohao.com/currencies/parkbyte/,307835.0,http://www.parkbyte.com/,,,2
564,Linx,https://coinmarketcap.com/currencies/linx/,LINX,https://www.feixiaohao.com/currencies/linx/,78433.9,https://mylinx.io/,,2017-06-17,2
565,Denarius,https://coinmarketcap.com/currencies/denarius-dnr/,DNR,https://www.feixiaohao.com/currencies/denarius-dnr/,52981.9,https://denarius.io/,https://discord.gg/mDTM3JN,2017-07-03,3
566,Bitcoin Scrypt,https://coinmarketcap.com/currencies/bitcoin-scrypt/,BTCS,https://www.feixiaohao.com/currencies/bitcoin-scrypt/,17829.3,http://theotherbitcoin.com,,,2
567,FlutterCoin,https://coinmarketcap.com/currencies/fluttercoin/,FLT,https://www.feixiaohao.com/currencies/fluttercoin/,21541.7,http://www.fluttercoin.me/,,,1
568,Monkey Project,https://coinmarketcap.com/currencies/monkey-project/,MONK,https://www.feixiaohao.com/currencies/monkey-project/,116124.0,http://monkey.community/,https://discord.gg/wTaF6qZ,2017-11-26,1
569,Unify,https://coinmarketcap.com/currencies/unify/,UNIFY,https://www.feixiaohao.com/currencies/unify/,72537.1,http://www.unify.today/,"https://t.me/joinchat/GaJPt0Ls6GxPhCTPXS3a4w , https://discordapp.com/channels/347900830696996865/347902048316162050",2017-06-24,5
570,MCAP,https://coinmarketcap.com/currencies/mcap/,MCAP,https://www.feixiaohao.com/currencies/mcap/,189855.0,"https://bitcoingrowthfund.com/mcap , https://www.mcaplabs.com/",,,4
571,BlueCoin,https://coinmarketcap.com/currencies/bluecoin/,BLU,https://www.feixiaohao.com/currencies/bluecoin/,4500.18,http://www.bluecoin.io/,https://t.me/joinchat/CB8D9A8jicz78p02QWTI6w,,2
572,DigitalPrice,https://coinmarketcap.com/currencies/digitalprice/,DP,https://www.feixiaohao.com/currencies/digitalprice/,45696.0,"http://digitalprice.org/ , https://scrypto.io/",https://digitalprice-team.slack.com/join/shared_invite/enQtMjUxODUxMjA3Njk3LTk2NjZlMTk0ZWQ3ODQ2ZDE3Y2VlMjY5MDdkY2FhYTIzMTVlYWFkZWNkMTkyZTBhODJkY2E0NTdhZWQzM2Y5NGE,,3
573,WorldCoin,https://coinmarketcap.com/currencies/worldcoin/,WDC,https://www.feixiaohao.com/currencies/worldcoin/,48813.2,http://worldcoin.global/,,,4
574,FLiK,https://coinmarketcap.com/currencies/flik/,FLIK,https://www.feixiaohao.com/currencies/flik/,10249.4,http://www.theflik.io/,,2017-10-08,2
575,Yocoin,https://coinmarketcap.com/currencies/yocoin/,YOC,https://www.feixiaohao.com/currencies/yocoin/,22056.8,http://www.yocoin.org/,,,3
576,Ethereum Cash,https://coinmarketcap.com/currencies/ethereumcash/,ECASH,https://www.feixiaohao.com/currencies/ethereumcash/,270426.0,https://www.ethereumcash.technology/,,2017-10-14,2
577,Interstellar Holdings,https://coinmarketcap.com/currencies/interstellar-holdings/,HOLD,https://www.feixiaohao.com/currencies/interstellar-holdings/,44326.2,https://www.interstellarcoin.com/,https://discord.gg/aMbYC3y,2017-11-12,1
578,Goodomy,https://coinmarketcap.com/currencies/goodomy/,GOOD,https://www.feixiaohao.com/currencies/goodomy/,2052.35,http://goodomy.com/,https://t.me/Goodomy_community,2017-06-26,2
579,Centurion,https://coinmarketcap.com/currencies/centurion/,CNT,https://www.feixiaohao.com/currencies/centurion/,47018.5,http://www.centurionlab.org/,,,3
580,Greencoin,https://coinmarketcap.com/currencies/greencoin/,GRE,https://www.feixiaohao.com/currencies/greencoin/,8526.0,http://www.grcoin.com/,,,2
581,Version,https://coinmarketcap.com/currencies/version/,V,https://www.feixiaohao.com/currencies/version/,5085.06,http://version2.org/,,,2
582,ArcticCoin,https://coinmarketcap.com/currencies/arcticcoin/,ARC,https://www.feixiaohao.com/currencies/arcticcoin/,41552.7,https://arcticcoin.org/,,,4
583,ERC20,https://coinmarketcap.com/currencies/erc20/,ERC20,https://www.feixiaohao.com/currencies/erc20/,15576.1,http://erc20.space/,https://t.me/erc20coin,2017-11-10,1
584,NEVERDIE,https://coinmarketcap.com/currencies/neverdie/,NDC,https://www.feixiaohao.com/currencies/neverdie/,20550.4,https://neverdie.com/,https://discord.gg/tQdwYkc,2017-08-10,2
585,Megacoin,https://coinmarketcap.com/currencies/megacoin/,MEC,https://www.feixiaohao.com/currencies/megacoin/,78467.5,https://www.megacoin.eu/,,2013-05-13,3
586,Gimli,https://coinmarketcap.com/currencies/gimli/,GIM,https://www.feixiaohao.com/currencies/gimli/,5404.61,https://gimli.io/,"https://t.me/thegimliproject , https://discordapp.com/invite/YCx3Fu7",2017-11-02,1
587,Renos,https://coinmarketcap.com/currencies/renos/,RNS,https://www.feixiaohao.com/currencies/renos/,15483.3,https://renoscoin.com/,,,2
